,Target,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,On_book_cat,Important_client_score,Avg_Trans_Amt,Customer_Age_Category,Days_Inactive_Last_Year,RecencyScore,Affluent_criteria,Budget_criteria,Young_prof_criteria,High_net_worth_individual,Product_by_Year,Marital_Status,Total_Amt_Increased,Has_debt,MonetaryScore,FrequencyScore,Age_&_Marital,Gender_&_Age,Card_&_Age,Gender_&_Frequency,Gender_&_Monetary,Total_Ct_Increased,Ct_vs_Amt,Family_criteria,Credit_builder_criteria,Digital_criteria,Rewards_maximizer,May_marry,Gender
882,0.0,34.0,1.0,3,3,0.0,36.0,5.0,3.0,2.0,6313.0,782.0,5531.0,0.931,1703.0,34.0,0.889,0.124,2.0,15.0,50.088235294117645,0.0,90.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,Married,0,1,1,1,Young_Married,M_Young,Blue_Young,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
883,0.0,52.0,2.0,1,3,0.0,47.0,6.0,1.0,3.0,15904.0,1024.0,14880.0,0.369,1433.0,33.0,0.5,0.064,2.0,23.5,43.42424242424242,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.5319148936170213,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
884,0.0,54.0,0.0,4,0,1.0,39.0,6.0,2.0,3.0,11696.0,2288.0,9408.0,0.973,2445.0,60.0,0.765,0.196,2.0,19.5,40.75,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.8461538461538463,Single,0,1,2,2,Middle_Aged_Single,F_Middle_Aged,Silver_Middle_Aged,F_2,F_2,0,Dec_ct_dec_amt,0,0,0,0,0,0
885,0.0,40.0,3.0,4,3,0.0,36.0,5.0,3.0,2.0,20371.0,1832.0,18539.0,0.907,1665.0,45.0,0.8,0.09,2.0,15.0,37.0,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,Married,0,1,1,2,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_2,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
886,0.0,52.0,0.0,1,4,1.0,41.0,3.0,3.0,1.0,34516.0,1043.0,33473.0,0.562,1489.0,38.0,0.357,0.03,2.0,10.25,39.18421052631579,1.0,90.0,3.0,1.0,0.0,0.0,0.0,0.8780487804878049,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Silver_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
887,0.0,45.0,3.0,3,2,0.0,33.0,3.0,1.0,3.0,7552.0,0.0,7552.0,0.463,1393.0,32.0,0.455,0.0,1.0,8.25,43.53125,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.0909090909090908,Single,0,0,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
888,0.0,61.0,0.0,4,1,0.0,53.0,5.0,1.0,2.0,5561.0,1434.0,4127.0,1.423,1820.0,42.0,0.826,0.258,3.0,22.083333333333336,43.333333333333336,2.0,30.0,5.0,0.0,0.0,0.0,0.0,1.1320754716981132,Married,1,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_inc_amt,0,0,0,0,0,1
889,0.0,57.0,2.0,1,0,0.0,52.0,6.0,3.0,2.0,1441.0,0.0,1441.0,1.364,2742.0,58.0,0.758,0.0,3.0,26.0,47.275862068965516,2.0,90.0,3.0,0.0,1.0,0.0,0.0,1.3846153846153848,Married,1,0,2,2,Senior_Married,F_Senior,Blue_Senior,F_2,F_2,0,Dec_ct_inc_amt,0,1,0,0,0,0
890,0.0,51.0,2.0,2,4,0.0,33.0,6.0,2.0,2.0,19715.0,1014.0,18701.0,1.437,1979.0,40.0,0.667,0.051,1.0,16.5,49.475,1.0,60.0,4.0,1.0,0.0,0.0,0.0,2.1818181818181817,Unknown,1,1,2,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_2,0,Dec_ct_inc_amt,0,0,0,0,0,1
891,0.0,60.0,1.0,2,0,0.0,52.0,5.0,3.0,2.0,2486.0,1464.0,1022.0,0.731,1378.0,27.0,0.421,0.589,3.0,21.666666666666664,51.03703703703704,2.0,90.0,3.0,0.0,0.0,0.0,0.0,1.153846153846154,Single,0,1,1,1,Senior_Single,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_dec_amt,0,1,0,0,0,1
892,0.0,48.0,2.0,2,0,0.0,44.0,5.0,1.0,3.0,4570.0,2439.0,2131.0,0.693,1520.0,34.0,0.7,0.534,2.0,18.333333333333332,44.705882352941174,1.0,30.0,5.0,0.0,1.0,0.0,0.0,1.3636363636363638,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
893,0.0,34.0,0.0,1,1,0.0,13.0,3.0,3.0,2.0,3870.0,1394.0,2476.0,0.827,1588.0,36.0,0.714,0.36,0.0,3.25,44.111111111111114,0.0,90.0,3.0,0.0,0.0,0.0,0.0,2.7692307692307696,Married,0,1,1,1,Young_Married,M_Young,Blue_Young,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
894,0.0,49.0,4.0,1,2,0.0,36.0,6.0,3.0,2.0,12938.0,661.0,12277.0,0.725,1282.0,32.0,0.778,0.051,2.0,18.0,40.0625,1.0,90.0,3.0,0.0,0.0,0.0,0.0,2.0,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
895,0.0,53.0,3.0,1,4,0.0,36.0,3.0,1.0,3.0,21178.0,1796.0,19382.0,1.182,1872.0,59.0,1.107,0.085,2.0,9.0,31.728813559322035,1.0,30.0,5.0,1.0,0.0,0.0,0.0,1.0,Married,1,1,1,2,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_2,M_1,1,Inc_ct_inc_amt,1,0,0,0,0,1
896,0.0,34.0,2.0,0,3,0.0,36.0,3.0,2.0,0.0,12182.0,1136.0,11046.0,0.753,2295.0,63.0,0.5,0.093,2.0,9.0,36.42857142857143,0.0,60.0,4.0,0.0,0.0,0.0,0.0,1.0,Single,0,1,2,3,Young_Single,M_Young,Blue_Young,M_3,M_2,0,Dec_ct_dec_amt,0,0,1,0,0,1
897,0.0,54.0,2.0,3,2,0.0,42.0,6.0,2.0,0.0,3583.0,0.0,3583.0,1.088,1065.0,28.0,1.545,0.0,2.0,21.0,38.035714285714285,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.7142857142857142,Married,1,0,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,0,0,1,0,0,1
898,0.0,40.0,3.0,3,4,0.0,27.0,4.0,2.0,3.0,17018.0,0.0,17018.0,0.69,1550.0,47.0,0.621,0.0,1.0,9.0,32.97872340425532,1.0,60.0,4.0,1.0,0.0,0.0,0.0,1.7777777777777777,Single,0,0,1,2,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_2,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
899,0.0,49.0,5.0,2,2,0.0,41.0,6.0,3.0,2.0,16031.0,2245.0,13786.0,0.635,1527.0,57.0,0.462,0.14,2.0,20.5,26.789473684210527,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.7560975609756098,Single,0,1,1,2,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_2,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
900,1.0,41.0,4.0,1,0,0.0,36.0,6.0,2.0,3.0,4203.0,2517.0,1686.0,0.771,1489.0,43.0,0.536,0.599,2.0,18.0,34.627906976744185,1.0,60.0,4.0,0.0,1.0,0.0,0.0,2.0,Single,0,1,1,2,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_2,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
901,0.0,46.0,3.0,3,0,0.0,36.0,5.0,1.0,3.0,4213.0,997.0,3216.0,0.668,1264.0,30.0,0.667,0.237,2.0,15.0,42.13333333333333,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.6666666666666667,Divorced,0,1,1,1,Middle_Aged_Divorced,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
902,0.0,46.0,4.0,3,2,0.0,33.0,6.0,2.0,2.0,21548.0,1180.0,20368.0,0.52,1582.0,38.0,0.652,0.055,1.0,16.5,41.63157894736842,1.0,60.0,4.0,0.0,0.0,0.0,0.0,2.1818181818181817,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
903,0.0,30.0,0.0,3,2,0.0,36.0,3.0,5.0,3.0,18513.0,2517.0,15996.0,0.524,1567.0,33.0,0.941,0.136,2.0,9.0,47.484848484848484,0.0,150.0,1.0,0.0,0.0,1.0,0.0,1.0,Unknown,0,1,1,1,Young_Unknown,M_Young,Blue_Young,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
904,0.0,59.0,1.0,4,1,0.0,36.0,4.0,2.0,2.0,2483.0,1372.0,1111.0,1.642,1704.0,35.0,0.458,0.553,2.0,12.0,48.68571428571428,2.0,60.0,4.0,0.0,0.0,0.0,0.0,1.3333333333333333,Married,1,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_inc_amt,0,1,0,0,0,1
905,0.0,50.0,0.0,5,3,0.0,38.0,5.0,2.0,2.0,3460.0,1881.0,1579.0,0.622,1546.0,35.0,1.059,0.544,2.0,15.833333333333332,44.17142857142857,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.5789473684210527,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_dec_amt,0,0,0,0,0,1
906,0.0,49.0,2.0,2,2,0.0,36.0,5.0,3.0,2.0,6511.0,1790.0,4721.0,0.397,1478.0,38.0,0.267,0.275,2.0,15.0,38.89473684210526,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,Unknown,0,1,1,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
907,1.0,45.0,5.0,1,2,0.0,40.0,3.0,3.0,1.0,1438.3,0.0,1438.3,1.23,2132.0,31.0,0.107,0.0,2.0,10.0,68.7741935483871,1.0,90.0,3.0,0.0,0.0,0.0,0.0,0.8999999999999999,Unknown,1,0,2,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_2,0,Dec_ct_inc_amt,1,1,0,0,0,1
908,0.0,53.0,1.0,1,0,0.0,36.0,3.0,2.0,2.0,2615.0,1772.0,843.0,0.611,1419.0,38.0,0.357,0.678,2.0,9.0,37.3421052631579,1.0,60.0,4.0,0.0,1.0,0.0,0.0,1.0,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
909,0.0,42.0,1.0,5,1,0.0,35.0,4.0,3.0,2.0,2985.0,2355.0,630.0,0.602,1065.0,27.0,0.588,0.789,1.0,11.666666666666666,39.44444444444444,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.3714285714285714,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
910,0.0,46.0,5.0,1,1,1.0,28.0,5.0,1.0,3.0,18797.0,2158.0,16639.0,0.446,1364.0,40.0,0.538,0.115,1.0,11.666666666666668,34.1,1.0,30.0,5.0,0.0,0.0,0.0,0.0,2.142857142857143,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Silver_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
911,0.0,33.0,1.0,3,2,0.0,22.0,3.0,1.0,3.0,2859.0,2517.0,342.0,1.254,2247.0,36.0,0.636,0.88,0.0,5.5,62.416666666666664,0.0,30.0,5.0,0.0,0.0,0.0,0.0,1.6363636363636365,Married,1,1,2,1,Young_Married,M_Young,Blue_Young,M_1,M_2,0,Dec_ct_inc_amt,0,0,0,0,0,1
912,0.0,46.0,2.0,3,0,0.0,38.0,4.0,3.0,0.0,2888.0,2245.0,643.0,0.772,1111.0,26.0,0.368,0.777,2.0,12.666666666666666,42.73076923076923,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.2631578947368423,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,1,0,0,0
913,0.0,61.0,0.0,1,2,0.0,36.0,4.0,3.0,3.0,9172.0,1567.0,7605.0,1.451,1836.0,42.0,0.75,0.171,2.0,12.0,43.714285714285715,2.0,90.0,3.0,0.0,0.0,0.0,0.0,1.3333333333333333,Married,1,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_inc_amt,0,0,0,0,0,1
914,0.0,42.0,5.0,0,1,0.0,34.0,5.0,3.0,2.0,14281.0,1519.0,12762.0,0.256,1164.0,35.0,0.522,0.106,1.0,14.166666666666668,33.25714285714286,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.7647058823529411,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
915,0.0,47.0,4.0,3,0,0.0,39.0,3.0,2.0,3.0,7353.0,1450.0,5903.0,0.739,2005.0,54.0,0.459,0.197,2.0,9.75,37.129629629629626,1.0,60.0,4.0,0.0,0.0,0.0,0.0,0.9230769230769231,Single,0,1,2,2,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_2,F_2,0,Dec_ct_dec_amt,0,0,0,0,0,0
916,0.0,47.0,2.0,3,0,0.0,36.0,6.0,2.0,2.0,5145.0,0.0,5145.0,0.693,1588.0,35.0,0.944,0.0,2.0,18.0,45.371428571428574,1.0,60.0,4.0,0.0,0.0,0.0,0.0,2.0,Single,0,0,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
917,0.0,53.0,4.0,3,1,0.0,36.0,3.0,2.0,3.0,4753.0,2472.0,2281.0,1.274,2242.0,49.0,0.815,0.52,2.0,9.0,45.755102040816325,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.0,Married,1,1,2,2,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_2,F_2,0,Dec_ct_inc_amt,1,0,0,0,0,0
918,0.0,46.0,3.0,3,0,0.0,26.0,3.0,3.0,3.0,2171.0,1418.0,753.0,0.505,1415.0,45.0,0.406,0.653,1.0,6.5,31.444444444444443,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.3846153846153848,Single,0,1,1,2,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_2,F_1,0,Dec_ct_dec_amt,0,1,0,0,0,0
919,0.0,26.0,0.0,2,0,0.0,36.0,5.0,2.0,3.0,4150.0,456.0,3694.0,1.126,2483.0,74.0,0.542,0.11,2.0,15.0,33.554054054054056,0.0,60.0,4.0,0.0,1.0,1.0,0.0,1.6666666666666667,Divorced,1,1,2,4,Young_Divorced,M_Young,Blue_Young,M_4,M_2,0,Dec_ct_inc_amt,0,0,0,0,0,1
920,0.0,45.0,3.0,3,2,0.0,41.0,6.0,3.0,3.0,9106.0,2477.0,6629.0,0.515,1239.0,33.0,0.737,0.272,2.0,20.5,37.54545454545455,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.7560975609756098,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
921,0.0,36.0,2.0,1,1,0.0,36.0,3.0,3.0,2.0,2686.0,1733.0,953.0,0.706,2057.0,53.0,0.71,0.645,2.0,9.0,38.81132075471698,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.0,Divorced,0,1,2,2,Middle_Aged_Divorced,M_Middle_Aged,Blue_Middle_Aged,M_2,M_2,0,Dec_ct_dec_amt,0,0,0,0,0,1
922,0.0,42.0,3.0,1,2,0.0,38.0,5.0,1.0,2.0,10239.0,510.0,9729.0,0.344,1228.0,26.0,0.529,0.05,2.0,15.833333333333332,47.23076923076923,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.5789473684210527,Unknown,0,1,1,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
923,0.0,52.0,1.0,3,3,0.0,36.0,4.0,3.0,2.0,34516.0,549.0,33967.0,0.78,1629.0,32.0,0.778,0.016,2.0,12.0,50.90625,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.3333333333333333,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
924,0.0,37.0,3.0,3,4,0.0,25.0,3.0,3.0,0.0,15017.0,1733.0,13284.0,0.635,2076.0,58.0,0.487,0.115,1.0,6.25,35.793103448275865,1.0,90.0,3.0,1.0,0.0,0.0,0.0,1.44,Married,0,1,2,2,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_2,M_2,0,Dec_ct_dec_amt,1,0,1,0,0,1
925,0.0,53.0,1.0,0,1,0.0,43.0,3.0,1.0,2.0,4426.0,1530.0,2896.0,0.518,1231.0,34.0,0.214,0.346,2.0,10.75,36.205882352941174,1.0,30.0,5.0,0.0,0.0,0.0,0.0,0.8372093023255813,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
926,0.0,65.0,1.0,4,1,0.0,52.0,5.0,3.0,3.0,2155.0,0.0,2155.0,1.423,1655.0,27.0,1.25,0.0,3.0,21.666666666666664,61.2962962962963,2.0,90.0,3.0,0.0,0.0,0.0,0.0,1.153846153846154,Married,1,0,1,1,Senior_Married,F_Senior,Blue_Senior,F_1,F_1,1,Inc_ct_inc_amt,0,1,0,0,0,0
927,0.0,47.0,1.0,0,3,0.0,34.0,4.0,1.0,3.0,20620.0,1085.0,19535.0,1.276,1477.0,23.0,0.533,0.053,1.0,11.333333333333334,64.21739130434783,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.4117647058823528,Unknown,1,1,1,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_inc_amt,0,0,0,0,0,1
928,0.0,38.0,0.0,0,2,0.0,19.0,3.0,1.0,3.0,3238.0,2146.0,1092.0,0.673,1501.0,45.0,0.667,0.663,0.0,4.75,33.355555555555554,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.8947368421052633,Married,0,1,1,2,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_2,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
929,0.0,52.0,2.0,1,2,0.0,46.0,5.0,3.0,0.0,14316.0,1081.0,13235.0,0.67,1313.0,36.0,0.636,0.076,2.0,19.166666666666668,36.47222222222222,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.3043478260869565,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,1,0,0,1
930,0.0,36.0,3.0,1,3,0.0,36.0,5.0,3.0,2.0,2607.0,1880.0,727.0,1.464,2045.0,39.0,0.95,0.721,2.0,15.0,52.43589743589744,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,Married,1,1,2,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_2,0,Dec_ct_inc_amt,1,0,0,0,0,1
931,0.0,43.0,4.0,2,2,0.0,24.0,3.0,5.0,4.0,6231.0,0.0,6231.0,1.054,1448.0,30.0,0.875,0.0,1.0,6.0,48.266666666666666,1.0,150.0,1.0,0.0,0.0,0.0,0.0,1.5,Married,1,0,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_inc_amt,1,0,0,0,0,1
932,1.0,38.0,3.0,2,0,0.0,30.0,6.0,2.0,2.0,3730.0,2517.0,1213.0,0.853,858.0,22.0,0.467,0.675,1.0,15.0,39.0,1.0,60.0,4.0,0.0,0.0,0.0,0.0,2.4,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
933,0.0,65.0,0.0,3,0,0.0,56.0,4.0,1.0,4.0,3094.0,2266.0,828.0,0.724,1591.0,37.0,0.321,0.732,3.0,18.666666666666668,43.0,2.0,30.0,5.0,0.0,0.0,0.0,0.0,0.8571428571428571,Married,0,1,1,1,Senior_Married,F_Senior,Blue_Senior,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
934,1.0,51.0,2.0,5,0,0.0,41.0,2.0,2.0,3.0,6630.0,916.0,5714.0,0.927,842.0,24.0,0.5,0.138,2.0,6.833333333333333,35.083333333333336,1.0,60.0,4.0,0.0,0.0,0.0,0.0,0.5853658536585367,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
935,1.0,40.0,3.0,3,3,0.0,22.0,2.0,2.0,3.0,1925.0,0.0,1925.0,0.672,781.0,28.0,0.75,0.0,0.0,3.6666666666666665,27.892857142857142,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.090909090909091,Divorced,0,0,1,1,Middle_Aged_Divorced,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,1,0,0,0,1
936,0.0,39.0,1.0,3,1,0.0,30.0,3.0,2.0,3.0,2917.0,1357.0,1560.0,1.593,2422.0,46.0,0.438,0.465,1.0,7.5,52.65217391304348,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.2,Married,1,1,2,2,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_2,F_2,0,Dec_ct_inc_amt,0,0,0,0,0,0
937,0.0,60.0,0.0,0,2,0.0,47.0,3.0,3.0,3.0,9452.0,2517.0,6935.0,0.73,1825.0,50.0,0.613,0.266,2.0,11.75,36.5,2.0,90.0,3.0,0.0,0.0,0.0,0.0,0.7659574468085106,Married,0,1,1,2,Senior_Married,M_Senior,Blue_Senior,M_2,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
938,0.0,43.0,2.0,0,1,0.0,29.0,6.0,3.0,2.0,2162.0,1377.0,785.0,0.6,1555.0,29.0,0.706,0.637,1.0,14.5,53.62068965517241,1.0,90.0,3.0,0.0,0.0,0.0,0.0,2.4827586206896552,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,1,0,0,0,0
939,0.0,31.0,2.0,0,0,0.0,18.0,3.0,2.0,4.0,1438.3,0.0,1438.3,1.561,2789.0,50.0,1.083,0.0,0.0,4.5,55.78,0.0,60.0,4.0,0.0,0.0,0.0,0.0,2.0,Married,1,0,2,2,Young_Married,M_Young,Blue_Young,M_2,M_2,1,Inc_ct_inc_amt,0,1,0,0,0,1
940,0.0,55.0,1.0,3,4,0.0,42.0,4.0,2.0,3.0,34516.0,1478.0,33038.0,0.967,1308.0,41.0,0.414,0.043,2.0,14.0,31.902439024390244,1.0,60.0,4.0,1.0,0.0,0.0,0.0,1.1428571428571428,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
941,0.0,65.0,1.0,2,0,0.0,54.0,3.0,3.0,3.0,2888.0,1134.0,1754.0,1.479,2489.0,54.0,0.742,0.393,3.0,13.5,46.092592592592595,2.0,90.0,3.0,0.0,1.0,0.0,0.0,0.6666666666666666,Married,1,1,2,2,Senior_Married,F_Senior,Blue_Senior,F_2,F_2,0,Dec_ct_inc_amt,0,0,0,0,0,0
942,0.0,54.0,1.0,1,0,0.0,44.0,3.0,3.0,3.0,3947.0,1746.0,2201.0,0.478,1110.0,21.0,0.4,0.442,2.0,11.0,52.857142857142854,1.0,90.0,3.0,0.0,1.0,0.0,0.0,0.8181818181818182,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
943,0.0,40.0,1.0,1,2,0.0,31.0,3.0,3.0,4.0,15970.0,1212.0,14758.0,0.542,1260.0,32.0,0.524,0.076,1.0,7.75,39.375,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.161290322580645,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
944,0.0,38.0,2.0,1,0,0.0,27.0,4.0,1.0,2.0,1830.0,0.0,1830.0,0.736,1741.0,43.0,0.654,0.0,1.0,9.0,40.48837209302326,1.0,30.0,5.0,0.0,1.0,0.0,0.0,1.7777777777777777,Married,0,0,1,2,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_2,F_1,0,Dec_ct_dec_amt,0,1,0,0,0,0
945,0.0,36.0,2.0,4,2,0.0,29.0,5.0,3.0,3.0,7712.0,2517.0,5195.0,0.676,1845.0,40.0,0.739,0.326,1.0,12.083333333333332,46.125,1.0,90.0,3.0,0.0,0.0,0.0,0.0,2.0689655172413794,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
946,0.0,43.0,3.0,1,2,0.0,36.0,5.0,3.0,3.0,20811.0,1425.0,19386.0,0.382,1483.0,38.0,0.52,0.068,2.0,15.0,39.026315789473685,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,Unknown,0,1,1,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
947,0.0,41.0,3.0,3,4,0.0,31.0,3.0,3.0,2.0,11789.0,1420.0,10369.0,0.659,1463.0,32.0,0.684,0.12,1.0,7.75,45.71875,1.0,90.0,3.0,1.0,0.0,0.0,0.0,1.161290322580645,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
948,0.0,50.0,3.0,1,4,0.0,37.0,3.0,1.0,2.0,3073.0,1792.0,1281.0,1.099,1734.0,35.0,1.188,0.583,2.0,9.25,49.542857142857144,1.0,30.0,5.0,1.0,0.0,0.0,0.0,0.9729729729729729,Divorced,1,1,1,1,Middle_Aged_Divorced,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,1,0,0,0,0,1
